"ID";"Nationaliteit";"Perioden";"TotaalAsielverzoekenEnNareizigers_1"
"2709";"NAT9417  ";"2000JJ00";"      60"
"2710";"NAT9417  ";"2001JJ00";"      35"
"2711";"NAT9417  ";"2002JJ00";"      60"
"2712";"NAT9417  ";"2003JJ00";"      35"
"2713";"NAT9417  ";"2004JJ00";"      20"
"2714";"NAT9417  ";"2005JJ00";"      15"
"2715";"NAT9417  ";"2006JJ00";"      20"
"2716";"NAT9417  ";"2007JJ00";"       0"
"2717";"NAT9417  ";"2008JJ00";"       ."
"2718";"NAT9417  ";"2009JJ00";"       5"
"2719";"NAT9417  ";"2010JJ00";"      10"
"2720";"NAT9417  ";"2011JJ00";"      10"
"2721";"NAT9417  ";"2012JJ00";"       5"
"2722";"NAT9417  ";"2013JJ00";"       ."
"2723";"NAT9417  ";"2014JJ00";"       5"
"2724";"NAT9417  ";"2015JJ00";"       0"
"2725";"NAT9417  ";"2016JJ00";"       5"
"2726";"NAT9417  ";"2017JJ00";"       5"
"2727";"NAT9417  ";"2018JJ00";"       5"
"2728";"NAT9418  ";"1975JJ00";"       ."
"2729";"NAT9418  ";"1976JJ00";"       ."
"2730";"NAT9418  ";"1977JJ00";"       ."
"2731";"NAT9418  ";"1978JJ00";"       ."
"2732";"NAT9418  ";"1979JJ00";"       ."
"2733";"NAT9418  ";"1980JJ00";"       ."
"2734";"NAT9418  ";"1981JJ00";"       ."
"2735";"NAT9418  ";"1982JJ00";"       ."
"2736";"NAT9418  ";"1983JJ00";"       ."
"2737";"NAT9418  ";"1984JJ00";"       ."
"2738";"NAT9418  ";"1985JJ00";"       ."
"2739";"NAT9418  ";"1986JJ00";"       ."
"2740";"NAT9418  ";"1987JJ00";"       ."
"2741";"NAT9418  ";"1988JJ00";"       ."
"2742";"NAT9418  ";"1989JJ00";"       ."
"2743";"NAT9418  ";"1990JJ00";"       ."
"2744";"NAT9418  ";"1991JJ00";"       ."
"2745";"NAT9418  ";"1992JJ00";"       ."
"2746";"NAT9418  ";"1993JJ00";"       ."
"2747";"NAT9418  ";"1994JJ00";"       ."
"2748";"NAT9418  ";"1995JJ00";"       ."
"2749";"NAT9418  ";"1996JJ00";"       ."
"2750";"NAT9418  ";"1997JJ00";"       ."
"2751";"NAT9418  ";"1998JJ00";"       ."
"2752";"NAT9418  ";"1999JJ00";"       ."
"2753";"NAT9418  ";"2000JJ00";"       ."
"2754";"NAT9418  ";"2001JJ00";"       ."
"2755";"NAT9418  ";"2002JJ00";"       ."
"2756";"NAT9418  ";"2003JJ00";"       ."
"2757";"NAT9418  ";"2004JJ00";"       ."
"2758";"NAT9418  ";"2005JJ00";"       ."
"2759";"NAT9418  ";"2006JJ00";"       ."
"2760";"NAT9418  ";"2007JJ00";"     105"
"2761";"NAT9418  ";"2008JJ00";"     125"
"2762";"NAT9418  ";"2009JJ00";"     170"
"2763";"NAT9418  ";"2010JJ00";"     230"
"2764";"NAT9418  ";"2011JJ00";"     495"
"2765";"NAT9418  ";"2012JJ00";"     810"
"2766";"NAT9418  ";"2013JJ00";"     305"
"2767";"NAT9418  ";"2014JJ00";"     200"
"2768";"NAT9418  ";"2015JJ00";"     155"
"2769";"NAT9418  ";"2016JJ00";"     140"
"2770";"NAT9418  ";"2017JJ00";"     320"
"2771";"NAT9418  ";"2018JJ00";"     350"
"2772";"NAT9419  ";"1975JJ00";"       ."
"2773";"NAT9419  ";"1976JJ00";"       ."
"2774";"NAT9419  ";"1977JJ00";"       ."
"2775";"NAT9419  ";"1978JJ00";"       ."
"2776";"NAT9419  ";"1979JJ00";"       ."
"2777";"NAT9419  ";"1980JJ00";"       ."
"2778";"NAT9419  ";"1981JJ00";"       ."
"2779";"NAT9419  ";"1982JJ00";"       ."
"2780";"NAT9419  ";"1983JJ00";"       ."
"2781";"NAT9419  ";"1984JJ00";"       ."
"2782";"NAT9419  ";"1985JJ00";"       ."
"2783";"NAT9419  ";"1986JJ00";"       ."
"2784";"NAT9419  ";"1987JJ00";"       ."
"2785";"NAT9419  ";"1988JJ00";"       ."
"2786";"NAT9419  ";"1989JJ00";"       ."
"2787";"NAT9419  ";"1990JJ00";"       ."
"2788";"NAT9419  ";"1991JJ00";"       ."
"2789";"NAT9419  ";"1992JJ00";"       ."
"2790";"NAT9419  ";"1993JJ00";"      15"
"2791";"NAT9419  ";"1994JJ00";"     135"
"2792";"NAT9419  ";"1995JJ00";"      80"
"2793";"NAT9419  ";"1996JJ00";"      70"
"2794";"NAT9419  ";"1997JJ00";"     190"
"2795";"NAT9419  ";"1998JJ00";"     415"
"2796";"NAT9419  ";"1999JJ00";"     420"
"2797";"NAT9419  ";"2000JJ00";"     335"
"2798";"NAT9419  ";"2001JJ00";"     225"
"2799";"NAT9419  ";"2002JJ00";"     120"
"2800";"NAT9419  ";"2003JJ00";"      50"
"2801";"NAT9419  ";"2004JJ00";"      50"
"2802";"NAT9419  ";"2005JJ00";"      95"
"2803";"NAT9419  ";"2006JJ00";"      90"
"2804";"NAT9419  ";"2007JJ00";"      25"
"2805";"NAT9419  ";"2008JJ00";"      15"
"2806";"NAT9419  ";"2009JJ00";"      15"
"2807";"NAT9419  ";"2010JJ00";"      15"
"2808";"NAT9419  ";"2011JJ00";"      10"
"2809";"NAT9419  ";"2012JJ00";"      10"
"2810";"NAT9419  ";"2013JJ00";"      15"
"2811";"NAT9419  ";"2014JJ00";"      20"
"2812";"NAT9419  ";"2015JJ00";"      15"
"2813";"NAT9419  ";"2016JJ00";"      20"
"2814";"NAT9419  ";"2017JJ00";"       5"
"2815";"NAT9419  ";"2018JJ00";"      20"
"2816";"NAT9427  ";"1975JJ00";"       ."
"2817";"NAT9427  ";"1976JJ00";"       ."
"2818";"NAT9427  ";"1977JJ00";"       ."
"2819";"NAT9427  ";"1978JJ00";"       ."
"2820";"NAT9427  ";"1979JJ00";"       ."
"2821";"NAT9427  ";"1980JJ00";"       ."
"2822";"NAT9427  ";"1981JJ00";"       ."
"2823";"NAT9427  ";"1982JJ00";"       ."
"2824";"NAT9427  ";"1983JJ00";"       ."
"2825";"NAT9427  ";"1984JJ00";"       ."
"2826";"NAT9427  ";"1985JJ00";"       ."
"2827";"NAT9427  ";"1986JJ00";"       ."
"2828";"NAT9427  ";"1987JJ00";"       ."
"2829";"NAT9427  ";"1988JJ00";"      10"
"2830";"NAT9427  ";"1989JJ00";"      25"
"2831";"NAT9427  ";"1990JJ00";"      25"
"2832";"NAT9427  ";"1991JJ00";"      10"
"2833";"NAT9427  ";"1992JJ00";"       ."
"2834";"NAT9427  ";"1993JJ00";"      10"
"2835";"NAT9427  ";"1994JJ00";"      15"
"2836";"NAT9427  ";"1995JJ00";"      25"
"2837";"NAT9427  ";"1996JJ00";"       5"
"2838";"NAT9427  ";"1997JJ00";"      10"
"2839";"NAT9427  ";"1998JJ00";"      10"
"2840";"NAT9427  ";"1999JJ00";"       5"
"2841";"NAT9427  ";"2000JJ00";"      20"
"2842";"NAT9427  ";"2001JJ00";"       ."
"2843";"NAT9427  ";"2002JJ00";"       ."
"2844";"NAT9427  ";"2003JJ00";"       ."
"2845";"NAT9427  ";"2004JJ00";"       ."
"2846";"NAT9427  ";"2005JJ00";"       ."
"2847";"NAT9427  ";"2006JJ00";"       ."
"2848";"NAT9427  ";"2007JJ00";"      10"
"2849";"NAT9427  ";"2008JJ00";"       5"
"2850";"NAT9427  ";"2009JJ00";"       5"
"2851";"NAT9427  ";"2010JJ00";"      10"
"2852";"NAT9427  ";"2011JJ00";"      10"
"2853";"NAT9427  ";"2012JJ00";"      25"
"2854";"NAT9427  ";"2013JJ00";"      35"
"2855";"NAT9427  ";"2014JJ00";"      15"
"2856";"NAT9427  ";"2015JJ00";"      20"
"2857";"NAT9427  ";"2016JJ00";"      50"
"2858";"NAT9427  ";"2017JJ00";"      90"
"2859";"NAT9427  ";"2018JJ00";"      85"
"2860";"NAT9429  ";"1975JJ00";"       ."
"2861";"NAT9429  ";"1976JJ00";"       ."
"2862";"NAT9429  ";"1977JJ00";"       ."
"2863";"NAT9429  ";"1978JJ00";"       ."
"2864";"NAT9429  ";"1979JJ00";"       ."
"2865";"NAT9429  ";"1980JJ00";"       ."
"2866";"NAT9429  ";"1981JJ00";"       ."
"2867";"NAT9429  ";"1982JJ00";"       ."
"2868";"NAT9429  ";"1983JJ00";"       ."
"2869";"NAT9429  ";"1984JJ00";"       ."
"2870";"NAT9429  ";"1985JJ00";"       ."
"2871";"NAT9429  ";"1986JJ00";"       ."
"2872";"NAT9429  ";"1987JJ00";"       ."
"2873";"NAT9429  ";"1988JJ00";"       ."
"2874";"NAT9429  ";"1989JJ00";"       ."
"2875";"NAT9429  ";"1990JJ00";"       ."
"2876";"NAT9429  ";"1991JJ00";"       ."
"2877";"NAT9429  ";"1992JJ00";"       ."
"2878";"NAT9429  ";"1993JJ00";"       ."
"2879";"NAT9429  ";"1994JJ00";"       ."
"2880";"NAT9429  ";"1995JJ00";"       ."
"2881";"NAT9429  ";"1996JJ00";"       ."
"2882";"NAT9429  ";"1997JJ00";"       ."
"2883";"NAT9429  ";"1998JJ00";"       ."
"2884";"NAT9429  ";"1999JJ00";"       ."
"2885";"NAT9429  ";"2000JJ00";"       ."
"2886";"NAT9429  ";"2001JJ00";"       ."
"2887";"NAT9429  ";"2002JJ00";"       ."
"2888";"NAT9429  ";"2003JJ00";"       ."
"2889";"NAT9429  ";"2004JJ00";"       ."
"2890";"NAT9429  ";"2005JJ00";"       ."
"2891";"NAT9429  ";"2006JJ00";"       ."
"2892";"NAT9429  ";"2007JJ00";"      60"
"2893";"NAT9429  ";"2008JJ00";"      30"
"2894";"NAT9429  ";"2009JJ00";"      25"
"2895";"NAT9429  ";"2010JJ00";"      15"
"2896";"NAT9429  ";"2011JJ00";"      10"
"2897";"NAT9429  ";"2012JJ00";"       0"
"2898";"NAT9429  ";"2013JJ00";"       ."
"2899";"NAT9429  ";"2014JJ00";"       ."
"2900";"NAT9429  ";"2015JJ00";"       ."
"2901";"NAT9429  ";"2016JJ00";"       0"
"2902";"NAT9429  ";"2017JJ00";"       ."
"2903";"NAT9429  ";"2018JJ00";"       ."
"2904";"NAT9431  ";"1975JJ00";"       ."
"2905";"NAT9431  ";"1976JJ00";"       ."
"2906";"NAT9431  ";"1977JJ00";"       ."
"2907";"NAT9431  ";"1978JJ00";"       ."
"2908";"NAT9431  ";"1979JJ00";"       ."
"2909";"NAT9431  ";"1980JJ00";"       ."
"2910";"NAT9431  ";"1981JJ00";"       ."
"2911";"NAT9431  ";"1982JJ00";"       ."
"2912";"NAT9431  ";"1983JJ00";"       ."
"2913";"NAT9431  ";"1984JJ00";"       ."
"2914";"NAT9431  ";"1985JJ00";"       ."
"2915";"NAT9431  ";"1986JJ00";"       ."
"2916";"NAT9431  ";"1987JJ00";"      15"
"2917";"NAT9431  ";"1988JJ00";"      10"
"2918";"NAT9431  ";"1989JJ00";"       ."
"2919";"NAT9431  ";"1990JJ00";"       ."
"2920";"NAT9431  ";"1991JJ00";"       5"
"2921";"NAT9431  ";"1992JJ00";"      30"
"2922";"NAT9431  ";"1993JJ00";"     100"
"2923";"NAT9431  ";"1994JJ00";"      85"
"2924";"NAT9431  ";"1995JJ00";"     390"
"2925";"NAT9431  ";"1996JJ00";"     250"
"2926";"NAT9431  ";"1997JJ00";"     390"
"2927";"NAT9431  ";"1998JJ00";"     480"
"2928";"NAT9431  ";"1999JJ00";"    1280"
"2929";"NAT9431  ";"2000JJ00";"       ."
"2930";"NAT9431  ";"2001JJ00";"    2410"
"2931";"NAT9431  ";"2002JJ00";"    1615"
"2932";"NAT9431  ";"2003JJ00";"     310"
"2933";"NAT9431  ";"2004JJ00";"     140"
"2934";"NAT9431  ";"2005JJ00";"     190"
"2935";"NAT9431  ";"2006JJ00";"     205"
"2936";"NAT9431  ";"2007JJ00";"     230"
"2937";"NAT9431  ";"2008JJ00";"     225"
"2938";"NAT9431  ";"2009JJ00";"     185"
"2939";"NAT9431  ";"2010JJ00";"     140"
"2940";"NAT9431  ";"2011JJ00";"     170"
"2941";"NAT9431  ";"2012JJ00";"     120"
"2942";"NAT9431  ";"2013JJ00";"     120"
"2943";"NAT9431  ";"2014JJ00";"     145"
"2944";"NAT9431  ";"2015JJ00";"     115"
"2945";"NAT9431  ";"2016JJ00";"     100"
"2946";"NAT9431  ";"2017JJ00";"     130"
"2947";"NAT9431  ";"2018JJ00";"     130"
"2948";"NAT9436  ";"1975JJ00";"       ."
"2949";"NAT9436  ";"1976JJ00";"       ."
"2950";"NAT9436  ";"1977JJ00";"       ."
"2951";"NAT9436  ";"1978JJ00";"       ."
"2952";"NAT9436  ";"1979JJ00";"       ."
"2953";"NAT9436  ";"1980JJ00";"       ."
"2954";"NAT9436  ";"1981JJ00";"       ."
"2955";"NAT9436  ";"1982JJ00";"       ."
"2956";"NAT9436  ";"1983JJ00";"       ."
"2957";"NAT9436  ";"1984JJ00";"       ."
"2958";"NAT9436  ";"1985JJ00";"       ."
"2959";"NAT9436  ";"1986JJ00";"       ."
"2960";"NAT9436  ";"1987JJ00";"       ."
"2961";"NAT9436  ";"1988JJ00";"       ."
"2962";"NAT9436  ";"1989JJ00";"       ."
"2963";"NAT9436  ";"1990JJ00";"       ."
"2964";"NAT9436  ";"1991JJ00";"       ."
"2965";"NAT9436  ";"1992JJ00";"       ."
"2966";"NAT9436  ";"1993JJ00";"     125"
"2967";"NAT9436  ";"1994JJ00";"     430"
"2968";"NAT9436  ";"1995JJ00";"     120"
"2969";"NAT9436  ";"1996JJ00";"     175"
"2970";"NAT9436  ";"1997JJ00";"     105"
"2971";"NAT9436  ";"1998JJ00";"     315"
"2972";"NAT9436  ";"1999JJ00";"     465"
"2973";"NAT9436  ";"2000JJ00";"     995"
"2974";"NAT9436  ";"2001JJ00";"     230"
"2975";"NAT9436  ";"2002JJ00";"     200"
"2976";"NAT9436  ";"2003JJ00";"     160"
"2977";"NAT9436  ";"2004JJ00";"      40"
"2978";"NAT9436  ";"2005JJ00";"       5"
"2979";"NAT9436  ";"2006JJ00";"       5"
"2980";"NAT9436  ";"2007JJ00";"       ."
"2981";"NAT9436  ";"2008JJ00";"       ."
"2982";"NAT9436  ";"2009JJ00";"       ."
"2983";"NAT9436  ";"2010JJ00";"       0"
"2984";"NAT9436  ";"2011JJ00";"       0"
"2985";"NAT9436  ";"2012JJ00";"       0"
"2986";"NAT9436  ";"2013JJ00";"       ."
"2987";"NAT9436  ";"2014JJ00";"       ."
"2988";"NAT9436  ";"2015JJ00";"       ."
"2989";"NAT9436  ";"2016JJ00";"       ."
"2990";"NAT9436  ";"2017JJ00";"       ."
"2991";"NAT9436  ";"2018JJ00";"       0"
"2992";"NAT9437  ";"1975JJ00";"       ."
"2993";"NAT9437  ";"1976JJ00";"       ."
"2994";"NAT9437  ";"1977JJ00";"       ."
"2995";"NAT9437  ";"1978JJ00";"       ."
"2996";"NAT9437  ";"1979JJ00";"       ."
"2997";"NAT9437  ";"1980JJ00";"       ."
"2998";"NAT9437  ";"1981JJ00";"       ."
"2999";"NAT9437  ";"1982JJ00";"       ."
"3000";"NAT9437  ";"1983JJ00";"       ."
"3001";"NAT9437  ";"1984JJ00";"       ."
"3002";"NAT9437  ";"1985JJ00";"       ."
"3003";"NAT9437  ";"1986JJ00";"      10"
"3004";"NAT9437  ";"1987JJ00";"      15"
"3005";"NAT9437  ";"1988JJ00";"       ."
"3006";"NAT9437  ";"1989JJ00";"      20"
"3007";"NAT9437  ";"1990JJ00";"      50"
"3008";"NAT9437  ";"1991JJ00";"      95"
"3009";"NAT9437  ";"1992JJ00";"      95"
"3010";"NAT9437  ";"1993JJ00";"     160"
"3011";"NAT9437  ";"1994JJ00";"     260"
"3012";"NAT9437  ";"1995JJ00";"     605"
"3013";"NAT9437  ";"1996JJ00";"     660"
"3014";"NAT9437  ";"1997JJ00";"     680"
"3015";"NAT9437  ";"1998JJ00";"    1875"
"3016";"NAT9437  ";"1999JJ00";"    1695"
"3017";"NAT9437  ";"2000JJ00";"    1415"
"3018";"NAT9437  ";"2001JJ00";"     870"
"3019";"NAT9437  ";"2002JJ00";"     510"
"3020";"NAT9437  ";"2003JJ00";"     290"
"3021";"NAT9437  ";"2004JJ00";"     255"
"3022";"NAT9437  ";"2005JJ00";"     340"
"3023";"NAT9437  ";"2006JJ00";"     320"
"3024";"NAT9437  ";"2007JJ00";"     100"
"3025";"NAT9437  ";"2008JJ00";"     100"
"3026";"NAT9437  ";"2009JJ00";"     140"
"3027";"NAT9437  ";"2010JJ00";"     190"
"3028";"NAT9437  ";"2011JJ00";"     190"
"3029";"NAT9437  ";"2012JJ00";"     180"
"3030";"NAT9437  ";"2013JJ00";"     165"
"3031";"NAT9437  ";"2014JJ00";"     260"
"3032";"NAT9437  ";"2015JJ00";"     285"
"3033";"NAT9437  ";"2016JJ00";"     260"
"3034";"NAT9437  ";"2017JJ00";"     345"
"3035";"NAT9437  ";"2018JJ00";"     400"
"3036";"NAT9438  ";"1975JJ00";"       ."
"3037";"NAT9438  ";"1976JJ00";"       ."
"3038";"NAT9438  ";"1977JJ00";"       ."
"3039";"NAT9438  ";"1978JJ00";"       ."
"3040";"NAT9438  ";"1979JJ00";"       ."
"3041";"NAT9438  ";"1980JJ00";"       ."
"3042";"NAT9438  ";"1981JJ00";"       ."
"3043";"NAT9438  ";"1982JJ00";"       ."
"3044";"NAT9438  ";"1983JJ00";"       ."
"3045";"NAT9438  ";"1984JJ00";"      15"
"3046";"NAT9438  ";"1985JJ00";"      20"
"3047";"NAT9438  ";"1986JJ00";"      75"
"3048";"NAT9438  ";"1987JJ00";"     215"
"3049";"NAT9438  ";"1988JJ00";"     395"
"3050";"NAT9438  ";"1989JJ00";"    2380"
"3051";"NAT9438  ";"1990JJ00";"    1690"
"3052";"NAT9438  ";"1991JJ00";"    1710"
"3053";"NAT9438  ";"1992JJ00";"    4245"
"3054";"NAT9438  ";"1993JJ00";"    4330"
"3055";"NAT9438  ";"1994JJ00";"    5395"
"3056";"NAT9438  ";"1995JJ00";"    3975"
"3057";"NAT9438  ";"1996JJ00";"    1460"
"3058";"NAT9438  ";"1997JJ00";"    1280"
"3059";"NAT9438  ";"1998JJ00";"    2775"
"3060";"NAT9438  ";"1999JJ00";"    2730"
"3061";"NAT9438  ";"2000JJ00";"    2095"
"3062";"NAT9438  ";"2001JJ00";"    1100"
"3063";"NAT9438  ";"2002JJ00";"     540"
"3064";"NAT9438  ";"2003JJ00";"     440"
"3065";"NAT9438  ";"2004JJ00";"     795"
"3066";"NAT9438  ";"2005JJ00";"    1315"
"3067";"NAT9438  ";"2006JJ00";"    1460"
"3068";"NAT9438  ";"2007JJ00";"    2005"
"3069";"NAT9438  ";"2008JJ00";"    3960"
"3070";"NAT9438  ";"2009JJ00";"    6025"
"3071";"NAT9438  ";"2010JJ00";"    3670"
"3072";"NAT9438  ";"2011JJ00";"    1985"
"3073";"NAT9438  ";"2012JJ00";"    1425"
"3074";"NAT9438  ";"2013JJ00";"    3185"
"3075";"NAT9438  ";"2014JJ00";"    1525"
"3076";"NAT9438  ";"2015JJ00";"     865"
"3077";"NAT9438  ";"2016JJ00";"     500"
"3078";"NAT9438  ";"2017JJ00";"     305"
"3079";"NAT9438  ";"2018JJ00";"     415"
"3080";"NAT9439  ";"1975JJ00";"       ."
"3081";"NAT9439  ";"1976JJ00";"       ."
"3082";"NAT9439  ";"1977JJ00";"       ."
"3083";"NAT9439  ";"1978JJ00";"       ."
"3084";"NAT9439  ";"1979JJ00";"       ."
"3085";"NAT9439  ";"1980JJ00";"       ."
"3086";"NAT9439  ";"1981JJ00";"       ."
"3087";"NAT9439  ";"1982JJ00";"       ."
"3088";"NAT9439  ";"1983JJ00";"       ."
"3089";"NAT9439  ";"1984JJ00";"       ."
"3090";"NAT9439  ";"1985JJ00";"       ."
"3091";"NAT9439  ";"1986JJ00";"       ."
"3092";"NAT9439  ";"1987JJ00";"       ."
"3093";"NAT9439  ";"1988JJ00";"      10"
"3094";"NAT9439  ";"1989JJ00";"      50"
"3095";"NAT9439  ";"1990JJ00";"     225"
"3096";"NAT9439  ";"1991JJ00";"    1015"
"3097";"NAT9439  ";"1992JJ00";"     410"
"3098";"NAT9439  ";"1993JJ00";"     630"
"3099";"NAT9439  ";"1994JJ00";"    1140"
"3100";"NAT9439  ";"1995JJ00";"     620"
"3101";"NAT9439  ";"1996JJ00";"     550"
"3102";"NAT9439  ";"1997JJ00";"     460"
"3103";"NAT9439  ";"1998JJ00";"     515"
"3104";"NAT9439  ";"1999JJ00";"     960"
"3105";"NAT9439  ";"2000JJ00";"    1010"
"3106";"NAT9439  ";"2001JJ00";"     915"
"3107";"NAT9439  ";"2002JJ00";"     415"
"3108";"NAT9439  ";"2003JJ00";"     240"
"3109";"NAT9439  ";"2004JJ00";"     200"
"3110";"NAT9439  ";"2005JJ00";"     285"
"3111";"NAT9439  ";"2006JJ00";"     255"
"3112";"NAT9439  ";"2007JJ00";"       5"
"3113";"NAT9439  ";"2008JJ00";"      10"
"3114";"NAT9439  ";"2009JJ00";"       5"
"3115";"NAT9439  ";"2010JJ00";"       5"
"3116";"NAT9439  ";"2011JJ00";"      20"
"3117";"NAT9439  ";"2012JJ00";"      10"
"3118";"NAT9439  ";"2013JJ00";"       ."
"3119";"NAT9439  ";"2014JJ00";"       ."
"3120";"NAT9439  ";"2015JJ00";"       ."
"3121";"NAT9439  ";"2016JJ00";"      15"
"3122";"NAT9439  ";"2017JJ00";"      20"
"3123";"NAT9439  ";"2018JJ00";"       0"
"3124";"NAT9441  ";"1975JJ00";"       ."
"3125";"NAT9441  ";"1976JJ00";"       ."
"3126";"NAT9441  ";"1977JJ00";"       ."
"3127";"NAT9441  ";"1978JJ00";"       ."
"3128";"NAT9441  ";"1979JJ00";"       ."
"3129";"NAT9441  ";"1980JJ00";"       ."
"3130";"NAT9441  ";"1981JJ00";"       ."
"3131";"NAT9441  ";"1982JJ00";"       ."
"3132";"NAT9441  ";"1983JJ00";"      40"
"3133";"NAT9441  ";"1984JJ00";"     555"
"3134";"NAT9441  ";"1985JJ00";"    2090"
"3135";"NAT9441  ";"1986JJ00";"     130"
"3136";"NAT9441  ";"1987JJ00";"     395"
"3137";"NAT9441  ";"1988JJ00";"     405"
"3138";"NAT9441  ";"1989JJ00";"     885"
"3139";"NAT9441  ";"1990JJ00";"    3010"
"3140";"NAT9441  ";"1991JJ00";"    1820"
"3141";"NAT9441  ";"1992JJ00";"    1035"
"3142";"NAT9441  ";"1993JJ00";"    1900"
"3143";"NAT9441  ";"1994JJ00";"    1810"
"3144";"NAT9441  ";"1995JJ00";"    1315"
"3145";"NAT9441  ";"1996JJ00";"    1485"
"3146";"NAT9441  ";"1997JJ00";"    1495"
"3147";"NAT9441  ";"1998JJ00";"    1050"
"3148";"NAT9441  ";"1999JJ00";"     855"
"3149";"NAT9441  ";"2000JJ00";"     970"
"3150";"NAT9441  ";"2001JJ00";"     680"
"3151";"NAT9441  ";"2002JJ00";"     300"
"3152";"NAT9441  ";"2003JJ00";"      95"
"3153";"NAT9441  ";"2004JJ00";"      75"
"3154";"NAT9441  ";"2005JJ00";"      95"
"3155";"NAT9441  ";"2006JJ00";"     145"
"3156";"NAT9441  ";"2007JJ00";"     160"
"3157";"NAT9441  ";"2008JJ00";"     225"
"3158";"NAT9441  ";"2009JJ00";"     220"
"3159";"NAT9441  ";"2010JJ00";"     235"
"3160";"NAT9441  ";"2011JJ00";"     185"
"3161";"NAT9441  ";"2012JJ00";"     195"
"3162";"NAT9441  ";"2013JJ00";"     225"
"3163";"NAT9441  ";"2014JJ00";"     150"
"3164";"NAT9441  ";"2015JJ00";"     110"
"3165";"NAT9441  ";"2016JJ00";"      75"
"3166";"NAT9441  ";"2017JJ00";"      80"
"3167";"NAT9441  ";"2018JJ00";"      90"
"3168";"NAT9442  ";"1975JJ00";"       ."
"3169";"NAT9442  ";"1976JJ00";"       ."
"3170";"NAT9442  ";"1977JJ00";"       ."
"3171";"NAT9442  ";"1978JJ00";"       ."
"3172";"NAT9442  ";"1979JJ00";"       ."
"3173";"NAT9442  ";"1980JJ00";"       ."
"3174";"NAT9442  ";"1981JJ00";"       ."
"3175";"NAT9442  ";"1982JJ00";"      35"
"3176";"NAT9442  ";"1983JJ00";"     610"
"3177";"NAT9442  ";"1984JJ00";"     305"
"3178";"NAT9442  ";"1985JJ00";"     555"
"3179";"NAT9442  ";"1986JJ00";"     805"
"3180";"NAT9442  ";"1987JJ00";"    1265"
"3181";"NAT9442  ";"1988JJ00";"     300"
"3182";"NAT9442  ";"1989JJ00";"     165"
"3183";"NAT9442  ";"1990JJ00";"     285"
"3184";"NAT9442  ";"1991JJ00";"     195"
"3185";"NAT9442  ";"1992JJ00";"      55"
"3186";"NAT9442  ";"1993JJ00";"      35"
"3187";"NAT9442  ";"1994JJ00";"      15"
"3188";"NAT9442  ";"1995JJ00";"       5"
"3189";"NAT9442  ";"1996JJ00";"       5"
"3190";"NAT9442  ";"1997JJ00";"       5"
"3191";"NAT9442  ";"1998JJ00";"      10"
"3192";"NAT9442  ";"1999JJ00";"      15"
"3193";"NAT9442  ";"2000JJ00";"      10"
"3194";"NAT9442  ";"2001JJ00";"      15"
"3195";"NAT9442  ";"2002JJ00";"       5"
"3196";"NAT9442  ";"2003JJ00";"       5"
"3197";"NAT9442  ";"2004JJ00";"       5"
"3198";"NAT9442  ";"2005JJ00";"       5"
"3199";"NAT9442  ";"2006JJ00";"       ."
"3200";"NAT9442  ";"2007JJ00";"       0"
"3201";"NAT9442  ";"2008JJ00";"       0"
"3202";"NAT9442  ";"2009JJ00";"      10"
"3203";"NAT9442  ";"2010JJ00";"       5"
"3204";"NAT9442  ";"2011JJ00";"       5"
"3205";"NAT9442  ";"2012JJ00";"      10"
"3206";"NAT9442  ";"2013JJ00";"       5"
"3207";"NAT9442  ";"2014JJ00";"       5"
"3208";"NAT9442  ";"2015JJ00";"       5"
"3209";"NAT9442  ";"2016JJ00";"      10"
"3210";"NAT9442  ";"2017JJ00";"      10"
"3211";"NAT9442  ";"2018JJ00";"       5"
"3212";"NAT9444  ";"1975JJ00";"       ."
"3213";"NAT9444  ";"1976JJ00";"       ."
"3214";"NAT9444  ";"1977JJ00";"       ."
"3215";"NAT9444  ";"1978JJ00";"       ."
"3216";"NAT9444  ";"1979JJ00";"       ."
"3217";"NAT9444  ";"1980JJ00";"      15"
"3218";"NAT9444  ";"1981JJ00";"       ."
"3219";"NAT9444  ";"1982JJ00";"      15"
"3220";"NAT9444  ";"1983JJ00";"      10"
"3221";"NAT9444  ";"1984JJ00";"      75"
"3222";"NAT9444  ";"1985JJ00";"     115"
"3223";"NAT9444  ";"1986JJ00";"     140"
"3224";"NAT9444  ";"1987JJ00";"     105"
"3225";"NAT9444  ";"1988JJ00";"     125"
"3226";"NAT9444  ";"1989JJ00";"     200"
"3227";"NAT9444  ";"1990JJ00";"     695"
"3228";"NAT9444  ";"1991JJ00";"     550"
"3229";"NAT9444  ";"1992JJ00";"     235"
"3230";"NAT9444  ";"1993JJ00";"     265"
"3231";"NAT9444  ";"1994JJ00";"     390"
"3232";"NAT9444  ";"1995JJ00";"     255"
"3233";"NAT9444  ";"1996JJ00";"     305"
"3234";"NAT9444  ";"1997JJ00";"     460"
"3235";"NAT9444  ";"1998JJ00";"     830"
"3236";"NAT9444  ";"1999JJ00";"     850"
"3237";"NAT9444  ";"2000JJ00";"    1075"
"3238";"NAT9444  ";"2001JJ00";"     520"
"3239";"NAT9444  ";"2002JJ00";"     320"
"3240";"NAT9444  ";"2003JJ00";"     230"
"3241";"NAT9444  ";"2004JJ00";"     180"
"3242";"NAT9444  ";"2005JJ00";"     280"
"3243";"NAT9444  ";"2006JJ00";"     295"
