"ID";"Nationaliteit";"Perioden";"TotaalAsielverzoekenEnNareizigers_1"
"1103";"NAT9335  ";"1978JJ00";"       ."
"1104";"NAT9335  ";"1979JJ00";"       ."
"1105";"NAT9335  ";"1980JJ00";"       ."
"1106";"NAT9335  ";"1981JJ00";"       ."
"1107";"NAT9335  ";"1982JJ00";"       ."
"1108";"NAT9335  ";"1983JJ00";"       ."
"1109";"NAT9335  ";"1984JJ00";"       ."
"1110";"NAT9335  ";"1985JJ00";"       ."
"1111";"NAT9335  ";"1986JJ00";"       ."
"1112";"NAT9335  ";"1987JJ00";"       ."
"1113";"NAT9335  ";"1988JJ00";"       ."
"1114";"NAT9335  ";"1989JJ00";"       ."
"1115";"NAT9335  ";"1990JJ00";"       ."
"1116";"NAT9335  ";"1991JJ00";"       ."
"1117";"NAT9335  ";"1992JJ00";"      25"
"1118";"NAT9335  ";"1993JJ00";"     170"
"1119";"NAT9335  ";"1994JJ00";"    1240"
"1120";"NAT9335  ";"1995JJ00";"     345"
"1121";"NAT9335  ";"1996JJ00";"     190"
"1122";"NAT9335  ";"1997JJ00";"     290"
"1123";"NAT9335  ";"1998JJ00";"     290"
"1124";"NAT9335  ";"1999JJ00";"     320"
"1125";"NAT9335  ";"2000JJ00";"     285"
"1126";"NAT9335  ";"2001JJ00";"     300"
"1127";"NAT9335  ";"2002JJ00";"     220"
"1128";"NAT9335  ";"2003JJ00";"     115"
"1129";"NAT9335  ";"2004JJ00";"      75"
"1130";"NAT9335  ";"2005JJ00";"     215"
"1131";"NAT9335  ";"2006JJ00";"     155"
"1132";"NAT9335  ";"2007JJ00";"      75"
"1133";"NAT9335  ";"2008JJ00";"      75"
"1134";"NAT9335  ";"2009JJ00";"     425"
"1135";"NAT9335  ";"2010JJ00";"     615"
"1136";"NAT9335  ";"2011JJ00";"     235"
"1137";"NAT9335  ";"2012JJ00";"     255"
"1138";"NAT9335  ";"2013JJ00";"     220"
"1139";"NAT9335  ";"2014JJ00";"     335"
"1140";"NAT9335  ";"2015JJ00";"     265"
"1141";"NAT9335  ";"2016JJ00";"     595"
"1142";"NAT9335  ";"2017JJ00";"     505"
"1143";"NAT9335  ";"2018JJ00";"     375"
"1144";"NAT9336  ";"1975JJ00";"       ."
"1145";"NAT9336  ";"1976JJ00";"       ."
"1146";"NAT9336  ";"1977JJ00";"       ."
"1147";"NAT9336  ";"1978JJ00";"       ."
"1148";"NAT9336  ";"1979JJ00";"       ."
"1149";"NAT9336  ";"1980JJ00";"      10"
"1150";"NAT9336  ";"1981JJ00";"       ."
"1151";"NAT9336  ";"1982JJ00";"      20"
"1152";"NAT9336  ";"1983JJ00";"      35"
"1153";"NAT9336  ";"1984JJ00";"      25"
"1154";"NAT9336  ";"1985JJ00";"      35"
"1155";"NAT9336  ";"1986JJ00";"     140"
"1156";"NAT9336  ";"1987JJ00";"    2515"
"1157";"NAT9336  ";"1988JJ00";"     920"
"1158";"NAT9336  ";"1989JJ00";"     810"
"1159";"NAT9336  ";"1990JJ00";"     715"
"1160";"NAT9336  ";"1991JJ00";"     465"
"1161";"NAT9336  ";"1992JJ00";"     140"
"1162";"NAT9336  ";"1993JJ00";"      75"
"1163";"NAT9336  ";"1994JJ00";"      70"
"1164";"NAT9336  ";"1995JJ00";"      95"
"1165";"NAT9336  ";"1996JJ00";"      65"
"1166";"NAT9336  ";"1997JJ00";"      30"
"1167";"NAT9336  ";"1998JJ00";"      20"
"1168";"NAT9336  ";"1999JJ00";"      35"
"1169";"NAT9336  ";"2000JJ00";"      35"
"1170";"NAT9336  ";"2001JJ00";"      15"
"1171";"NAT9336  ";"2002JJ00";"      30"
"1172";"NAT9336  ";"2003JJ00";"      25"
"1173";"NAT9336  ";"2004JJ00";"      25"
"1174";"NAT9336  ";"2005JJ00";"      15"
"1175";"NAT9336  ";"2006JJ00";"      15"
"1176";"NAT9336  ";"2007JJ00";"      20"
"1177";"NAT9336  ";"2008JJ00";"      30"
"1178";"NAT9336  ";"2009JJ00";"      35"
"1179";"NAT9336  ";"2010JJ00";"      50"
"1180";"NAT9336  ";"2011JJ00";"      40"
"1181";"NAT9336  ";"2012JJ00";"      25"
"1182";"NAT9336  ";"2013JJ00";"      35"
"1183";"NAT9336  ";"2014JJ00";"      35"
"1184";"NAT9336  ";"2015JJ00";"      30"
"1185";"NAT9336  ";"2016JJ00";"      20"
"1186";"NAT9336  ";"2017JJ00";"      45"
"1187";"NAT9336  ";"2018JJ00";"      90"
"1188";"NAT9341  ";"1975JJ00";"       ."
"1189";"NAT9341  ";"1976JJ00";"       ."
"1190";"NAT9341  ";"1977JJ00";"       ."
"1191";"NAT9341  ";"1978JJ00";"       ."
"1192";"NAT9341  ";"1979JJ00";"       ."
"1193";"NAT9341  ";"1980JJ00";"       ."
"1194";"NAT9341  ";"1981JJ00";"       ."
"1195";"NAT9341  ";"1982JJ00";"       ."
"1196";"NAT9341  ";"1983JJ00";"       ."
"1197";"NAT9341  ";"1984JJ00";"       ."
"1198";"NAT9341  ";"1985JJ00";"       ."
"1199";"NAT9341  ";"1986JJ00";"       ."
"1200";"NAT9341  ";"1987JJ00";"      10"
"1201";"NAT9341  ";"1988JJ00";"       ."
"1202";"NAT9341  ";"1989JJ00";"      10"
"1203";"NAT9341  ";"1990JJ00";"      25"
"1204";"NAT9341  ";"1991JJ00";"      55"
"1205";"NAT9341  ";"1992JJ00";"      20"
"1206";"NAT9341  ";"1993JJ00";"      55"
"1207";"NAT9341  ";"1994JJ00";"      65"
"1208";"NAT9341  ";"1995JJ00";"      45"
"1209";"NAT9341  ";"1996JJ00";"      85"
"1210";"NAT9341  ";"1997JJ00";"     120"
"1211";"NAT9341  ";"1998JJ00";"     340"
"1212";"NAT9341  ";"1999JJ00";"     525"
"1213";"NAT9341  ";"2000JJ00";"    1385"
"1214";"NAT9341  ";"2001JJ00";"    1465"
"1215";"NAT9341  ";"2002JJ00";"     475"
"1216";"NAT9341  ";"2003JJ00";"     200"
"1217";"NAT9341  ";"2004JJ00";"     115"
"1218";"NAT9341  ";"2005JJ00";"     105"
"1219";"NAT9341  ";"2006JJ00";"     115"
"1220";"NAT9341  ";"2007JJ00";"     260"
"1221";"NAT9341  ";"2008JJ00";"     195"
"1222";"NAT9341  ";"2009JJ00";"     265"
"1223";"NAT9341  ";"2010JJ00";"     250"
"1224";"NAT9341  ";"2011JJ00";"     250"
"1225";"NAT9341  ";"2012JJ00";"     240"
"1226";"NAT9341  ";"2013JJ00";"     200"
"1227";"NAT9341  ";"2014JJ00";"     140"
"1228";"NAT9341  ";"2015JJ00";"     150"
"1229";"NAT9341  ";"2016JJ00";"     150"
"1230";"NAT9341  ";"2017JJ00";"     365"
"1231";"NAT9341  ";"2018JJ00";"     295"
"1232";"NAT9345  ";"1975JJ00";"       ."
"1233";"NAT9345  ";"1976JJ00";"       ."
"1234";"NAT9345  ";"1977JJ00";"       ."
"1235";"NAT9345  ";"1978JJ00";"       ."
"1236";"NAT9345  ";"1979JJ00";"       ."
"1237";"NAT9345  ";"1980JJ00";"      60"
"1238";"NAT9345  ";"1981JJ00";"      45"
"1239";"NAT9345  ";"1982JJ00";"      40"
"1240";"NAT9345  ";"1983JJ00";"      35"
"1241";"NAT9345  ";"1984JJ00";"      25"
"1242";"NAT9345  ";"1985JJ00";"      20"
"1243";"NAT9345  ";"1986JJ00";"      20"
"1244";"NAT9345  ";"1987JJ00";"      65"
"1245";"NAT9345  ";"1988JJ00";"     165"
"1246";"NAT9345  ";"1989JJ00";"     250"
"1247";"NAT9345  ";"1990JJ00";"     125"
"1248";"NAT9345  ";"1991JJ00";"     170"
"1249";"NAT9345  ";"1992JJ00";"      80"
"1250";"NAT9345  ";"1993JJ00";"     130"
"1251";"NAT9345  ";"1994JJ00";"      65"
"1252";"NAT9345  ";"1995JJ00";"      15"
"1253";"NAT9345  ";"1996JJ00";"      20"
"1254";"NAT9345  ";"1997JJ00";"      10"
"1255";"NAT9345  ";"1998JJ00";"       5"
"1256";"NAT9345  ";"1999JJ00";"      25"
"1257";"NAT9345  ";"2000JJ00";"      35"
"1258";"NAT9345  ";"2001JJ00";"      85"
"1259";"NAT9345  ";"2002JJ00";"      60"
"1260";"NAT9345  ";"2003JJ00";"       ."
"1261";"NAT9345  ";"2004JJ00";"       0"
"1262";"NAT9345  ";"2005JJ00";"       5"
"1263";"NAT9345  ";"2006JJ00";"       5"
"1264";"NAT9345  ";"2007JJ00";"       ."
"1265";"NAT9345  ";"2008JJ00";"       ."
"1266";"NAT9345  ";"2009JJ00";"       5"
"1267";"NAT9345  ";"2010JJ00";"       5"
"1268";"NAT9345  ";"2011JJ00";"       5"
"1269";"NAT9345  ";"2012JJ00";"       5"
"1270";"NAT9345  ";"2013JJ00";"       ."
"1271";"NAT9345  ";"2014JJ00";"       0"
"1272";"NAT9345  ";"2015JJ00";"       ."
"1273";"NAT9345  ";"2016JJ00";"       0"
"1274";"NAT9345  ";"2017JJ00";"       ."
"1275";"NAT9345  ";"2018JJ00";"       0"
"1276";"NAT9348  ";"1975JJ00";"       ."
"1277";"NAT9348  ";"1976JJ00";"       ."
"1278";"NAT9348  ";"1977JJ00";"       ."
"1279";"NAT9348  ";"1978JJ00";"       ."
"1280";"NAT9348  ";"1979JJ00";"       ."
"1281";"NAT9348  ";"1980JJ00";"       ."
"1282";"NAT9348  ";"1981JJ00";"       ."
"1283";"NAT9348  ";"1982JJ00";"      20"
"1284";"NAT9348  ";"1983JJ00";"      25"
"1285";"NAT9348  ";"1984JJ00";"      55"
"1286";"NAT9348  ";"1985JJ00";"      60"
"1287";"NAT9348  ";"1986JJ00";"     390"
"1288";"NAT9348  ";"1987JJ00";"    1535"
"1289";"NAT9348  ";"1988JJ00";"     490"
"1290";"NAT9348  ";"1989JJ00";"     260"
"1291";"NAT9348  ";"1990JJ00";"     305"
"1292";"NAT9348  ";"1991JJ00";"     320"
"1293";"NAT9348  ";"1992JJ00";"      95"
"1294";"NAT9348  ";"1993JJ00";"      75"
"1295";"NAT9348  ";"1994JJ00";"     115"
"1296";"NAT9348  ";"1995JJ00";"      55"
"1297";"NAT9348  ";"1996JJ00";"      70"
"1298";"NAT9348  ";"1997JJ00";"      50"
"1299";"NAT9348  ";"1998JJ00";"      70"
"1300";"NAT9348  ";"1999JJ00";"      55"
"1301";"NAT9348  ";"2000JJ00";"      70"
"1302";"NAT9348  ";"2001JJ00";"     100"
"1303";"NAT9348  ";"2002JJ00";"     175"
"1304";"NAT9348  ";"2003JJ00";"     175"
"1305";"NAT9348  ";"2004JJ00";"     165"
"1306";"NAT9348  ";"2005JJ00";"     170"
"1307";"NAT9348  ";"2006JJ00";"      90"
"1308";"NAT9348  ";"2007JJ00";"      85"
"1309";"NAT9348  ";"2008JJ00";"      50"
"1310";"NAT9348  ";"2009JJ00";"      35"
"1311";"NAT9348  ";"2010JJ00";"      15"
"1312";"NAT9348  ";"2011JJ00";"      25"
"1313";"NAT9348  ";"2012JJ00";"      15"
"1314";"NAT9348  ";"2013JJ00";"      15"
"1315";"NAT9348  ";"2014JJ00";"      20"
"1316";"NAT9348  ";"2015JJ00";"      15"
"1317";"NAT9348  ";"2016JJ00";"      55"
"1318";"NAT9348  ";"2017JJ00";"      40"
"1319";"NAT9348  ";"2018JJ00";"      55"
"1320";"NAT9349  ";"1975JJ00";"       ."
"1321";"NAT9349  ";"1976JJ00";"       ."
"1322";"NAT9349  ";"1977JJ00";"       ."
"1323";"NAT9349  ";"1978JJ00";"       ."
"1324";"NAT9349  ";"1979JJ00";"       ."
"1325";"NAT9349  ";"1980JJ00";"      30"
"1326";"NAT9349  ";"1981JJ00";"      30"
"1327";"NAT9349  ";"1982JJ00";"      20"
"1328";"NAT9349  ";"1983JJ00";"      25"
"1329";"NAT9349  ";"1984JJ00";"       ."
"1330";"NAT9349  ";"1985JJ00";"      40"
"1331";"NAT9349  ";"1986JJ00";"      40"
"1332";"NAT9349  ";"1987JJ00";"       ."
"1333";"NAT9349  ";"1988JJ00";"      10"
"1334";"NAT9349  ";"1989JJ00";"       ."
"1335";"NAT9349  ";"1990JJ00";"      20"
"1336";"NAT9349  ";"1991JJ00";"      15"
"1337";"NAT9349  ";"1992JJ00";"       ."
"1338";"NAT9349  ";"1993JJ00";"       ."
"1339";"NAT9349  ";"1994JJ00";"       0"
"1340";"NAT9349  ";"1995JJ00";"       ."
"1341";"NAT9349  ";"1996JJ00";"       5"
"1342";"NAT9349  ";"1997JJ00";"       5"
"1343";"NAT9349  ";"1998JJ00";"      65"
"1344";"NAT9349  ";"1999JJ00";"      20"
"1345";"NAT9349  ";"2000JJ00";"      30"
"1346";"NAT9349  ";"2001JJ00";"       ."
"1347";"NAT9349  ";"2002JJ00";"       ."
"1348";"NAT9349  ";"2003JJ00";"       ."
"1349";"NAT9349  ";"2004JJ00";"       ."
"1350";"NAT9349  ";"2005JJ00";"       ."
"1351";"NAT9349  ";"2006JJ00";"       ."
"1352";"NAT9349  ";"2007JJ00";"       5"
"1353";"NAT9349  ";"2008JJ00";"      10"
"1354";"NAT9349  ";"2009JJ00";"      10"
"1355";"NAT9349  ";"2010JJ00";"      10"
"1356";"NAT9349  ";"2011JJ00";"       5"
"1357";"NAT9349  ";"2012JJ00";"       5"
"1358";"NAT9349  ";"2013JJ00";"       0"
"1359";"NAT9349  ";"2014JJ00";"      10"
"1360";"NAT9349  ";"2015JJ00";"       5"
"1361";"NAT9349  ";"2016JJ00";"       5"
"1362";"NAT9349  ";"2017JJ00";"       ."
"1363";"NAT9349  ";"2018JJ00";"      10"
"1364";"NAT9350  ";"1975JJ00";"       ."
"1365";"NAT9350  ";"1976JJ00";"       ."
"1366";"NAT9350  ";"1977JJ00";"       ."
"1367";"NAT9350  ";"1978JJ00";"       ."
"1368";"NAT9350  ";"1979JJ00";"       ."
"1369";"NAT9350  ";"1980JJ00";"      25"
"1370";"NAT9350  ";"1981JJ00";"      60"
"1371";"NAT9350  ";"1982JJ00";"      85"
"1372";"NAT9350  ";"1983JJ00";"      25"
"1373";"NAT9350  ";"1984JJ00";"      20"
"1374";"NAT9350  ";"1985JJ00";"      20"
"1375";"NAT9350  ";"1986JJ00";"      20"
"1376";"NAT9350  ";"1987JJ00";"      55"
"1377";"NAT9350  ";"1988JJ00";"     175"
"1378";"NAT9350  ";"1989JJ00";"     360"
"1379";"NAT9350  ";"1990JJ00";"     440"
"1380";"NAT9350  ";"1991JJ00";"     685"
"1381";"NAT9350  ";"1992JJ00";"     770"
"1382";"NAT9350  ";"1993JJ00";"    3230"
"1383";"NAT9350  ";"1994JJ00";"    2860"
"1384";"NAT9350  ";"1995JJ00";"    2430"
"1385";"NAT9350  ";"1996JJ00";"    4380"
"1386";"NAT9350  ";"1997JJ00";"    9640"
"1387";"NAT9350  ";"1998JJ00";"    8300"
"1388";"NAT9350  ";"1999JJ00";"    3705"
"1389";"NAT9350  ";"2000JJ00";"    2745"
"1390";"NAT9350  ";"2001JJ00";"    1330"
"1391";"NAT9350  ";"2002JJ00";"    1020"
"1392";"NAT9350  ";"2003JJ00";"    3465"
"1393";"NAT9350  ";"2004JJ00";"    1040"
"1394";"NAT9350  ";"2005JJ00";"    1620"
"1395";"NAT9350  ";"2006JJ00";"    2765"
"1396";"NAT9350  ";"2007JJ00";"    2445"
"1397";"NAT9350  ";"2008JJ00";"    5310"
"1398";"NAT9350  ";"2009JJ00";"    2165"
"1399";"NAT9350  ";"2010JJ00";"    1905"
"1400";"NAT9350  ";"2011JJ00";"    2005"
"1401";"NAT9350  ";"2012JJ00";"    1885"
"1402";"NAT9350  ";"2013JJ00";"    1410"
"1403";"NAT9350  ";"2014JJ00";"    1570"
"1404";"NAT9350  ";"2015JJ00";"    3450"
"1405";"NAT9350  ";"2016JJ00";"    1240"
"1406";"NAT9350  ";"2017JJ00";"    1540"
"1407";"NAT9350  ";"2018JJ00";"    1595"
"1408";"NAT9351  ";"1975JJ00";"       ."
"1409";"NAT9351  ";"1976JJ00";"       ."
"1410";"NAT9351  ";"1977JJ00";"       ."
"1411";"NAT9351  ";"1978JJ00";"       ."
"1412";"NAT9351  ";"1979JJ00";"       ."
"1413";"NAT9351  ";"1980JJ00";"      25"
"1414";"NAT9351  ";"1981JJ00";"      25"
"1415";"NAT9351  ";"1982JJ00";"      35"
"1416";"NAT9351  ";"1983JJ00";"      90"
"1417";"NAT9351  ";"1984JJ00";"     340"
"1418";"NAT9351  ";"1985JJ00";"     510"
"1419";"NAT9351  ";"1986JJ00";"     550"
"1420";"NAT9351  ";"1987JJ00";"     545"
"1421";"NAT9351  ";"1988JJ00";"     640"
"1422";"NAT9351  ";"1989JJ00";"     715"
"1423";"NAT9351  ";"1990JJ00";"    1725"
"1424";"NAT9351  ";"1991JJ00";"    1725"
"1425";"NAT9351  ";"1992JJ00";"    1300"
"1426";"NAT9351  ";"1993JJ00";"    2610"
"1427";"NAT9351  ";"1994JJ00";"    6075"
"1428";"NAT9351  ";"1995JJ00";"    2700"
"1429";"NAT9351  ";"1996JJ00";"    1520"
"1430";"NAT9351  ";"1997JJ00";"    1255"
"1431";"NAT9351  ";"1998JJ00";"    1680"
"1432";"NAT9351  ";"1999JJ00";"    1525"
"1433";"NAT9351  ";"2000JJ00";"    2530"
"1434";"NAT9351  ";"2001JJ00";"    1520"
"1435";"NAT9351  ";"2002JJ00";"     665"
"1436";"NAT9351  ";"2003JJ00";"     555"
"1437";"NAT9351  ";"2004JJ00";"     450"
"1438";"NAT9351  ";"2005JJ00";"     555"
"1439";"NAT9351  ";"2006JJ00";"     920"
"1440";"NAT9351  ";"2007JJ00";"     355"
"1441";"NAT9351  ";"2008JJ00";"     420"
"1442";"NAT9351  ";"2009JJ00";"     585"
"1443";"NAT9351  ";"2010JJ00";"     865"
"1444";"NAT9351  ";"2011JJ00";"    1185"
"1445";"NAT9351  ";"2012JJ00";"    1195"
"1446";"NAT9351  ";"2013JJ00";"    1080"
"1447";"NAT9351  ";"2014JJ00";"     745"
"1448";"NAT9351  ";"2015JJ00";"    2075"
"1449";"NAT9351  ";"2016JJ00";"    1035"
"1450";"NAT9351  ";"2017JJ00";"    1015"
"1451";"NAT9351  ";"2018JJ00";"    2420"
"1452";"NAT9352  ";"1975JJ00";"       ."
"1453";"NAT9352  ";"1976JJ00";"       ."
"1454";"NAT9352  ";"1977JJ00";"       ."
"1455";"NAT9352  ";"1978JJ00";"       ."
"1456";"NAT9352  ";"1979JJ00";"       ."
"1457";"NAT9352  ";"1980JJ00";"       ."
"1458";"NAT9352  ";"1981JJ00";"       ."
"1459";"NAT9352  ";"1982JJ00";"       ."
"1460";"NAT9352  ";"1983JJ00";"       ."
"1461";"NAT9352  ";"1984JJ00";"       ."
"1462";"NAT9352  ";"1985JJ00";"       ."
"1463";"NAT9352  ";"1986JJ00";"      10"
"1464";"NAT9352  ";"1987JJ00";"      10"
"1465";"NAT9352  ";"1988JJ00";"      20"
"1466";"NAT9352  ";"1989JJ00";"       ."
"1467";"NAT9352  ";"1990JJ00";"       ."
"1468";"NAT9352  ";"1991JJ00";"     120"
"1469";"NAT9352  ";"1992JJ00";"      30"
"1470";"NAT9352  ";"1993JJ00";"      15"
"1471";"NAT9352  ";"1994JJ00";"      50"
"1472";"NAT9352  ";"1995JJ00";"       5"
"1473";"NAT9352  ";"1996JJ00";"      10"
"1474";"NAT9352  ";"1997JJ00";"      20"
"1475";"NAT9352  ";"1998JJ00";"      10"
"1476";"NAT9352  ";"1999JJ00";"      15"
"1477";"NAT9352  ";"2000JJ00";"      15"
"1478";"NAT9352  ";"2001JJ00";"      25"
"1479";"NAT9352  ";"2002JJ00";"      30"
"1480";"NAT9352  ";"2003JJ00";"       5"
"1481";"NAT9352  ";"2004JJ00";"       5"
"1482";"NAT9352  ";"2005JJ00";"      20"
"1483";"NAT9352  ";"2006JJ00";"       5"
"1484";"NAT9352  ";"2007JJ00";"       0"
"1485";"NAT9352  ";"2008JJ00";"       5"
"1486";"NAT9352  ";"2009JJ00";"      10"
"1487";"NAT9352  ";"2010JJ00";"      10"
"1488";"NAT9352  ";"2011JJ00";"       5"
"1489";"NAT9352  ";"2012JJ00";"      10"
"1490";"NAT9352  ";"2013JJ00";"       5"
"1491";"NAT9352  ";"2014JJ00";"      10"
"1492";"NAT9352  ";"2015JJ00";"       0"
"1493";"NAT9352  ";"2016JJ00";"       5"
"1494";"NAT9352  ";"2017JJ00";"       5"
"1495";"NAT9352  ";"2018JJ00";"       5"
"1496";"NAT9354  ";"1975JJ00";"       ."
"1497";"NAT9354  ";"1976JJ00";"       ."
"1498";"NAT9354  ";"1977JJ00";"       ."
"1499";"NAT9354  ";"1978JJ00";"       ."
"1500";"NAT9354  ";"1979JJ00";"       ."
"1501";"NAT9354  ";"1980JJ00";"       ."
"1502";"NAT9354  ";"1981JJ00";"       ."
"1503";"NAT9354  ";"1982JJ00";"       ."
"1504";"NAT9354  ";"1983JJ00";"       ."
"1505";"NAT9354  ";"1984JJ00";"       ."
"1506";"NAT9354  ";"1985JJ00";"       ."
"1507";"NAT9354  ";"1986JJ00";"       ."
"1508";"NAT9354  ";"1987JJ00";"       ."
"1509";"NAT9354  ";"1988JJ00";"      20"
"1510";"NAT9354  ";"1989JJ00";"      20"
"1511";"NAT9354  ";"1990JJ00";"      25"
"1512";"NAT9354  ";"1991JJ00";"      35"
"1513";"NAT9354  ";"1992JJ00";"      15"
"1514";"NAT9354  ";"1993JJ00";"      20"
"1515";"NAT9354  ";"1994JJ00";"      35"
"1516";"NAT9354  ";"1995JJ00";"      30"
"1517";"NAT9354  ";"1996JJ00";"       5"
"1518";"NAT9354  ";"1997JJ00";"      10"
"1519";"NAT9354  ";"1998JJ00";"      15"
"1520";"NAT9354  ";"1999JJ00";"      25"
"1521";"NAT9354  ";"2000JJ00";"      95"
"1522";"NAT9354  ";"2001JJ00";"     125"
"1523";"NAT9354  ";"2002JJ00";"     165"
"1524";"NAT9354  ";"2003JJ00";"     260"
"1525";"NAT9354  ";"2004JJ00";"      75"
"1526";"NAT9354  ";"2005JJ00";"      60"
"1527";"NAT9354  ";"2006JJ00";"     125"
"1528";"NAT9354  ";"2007JJ00";"     125"
"1529";"NAT9354  ";"2008JJ00";"      90"
"1530";"NAT9354  ";"2009JJ00";"     115"
"1531";"NAT9354  ";"2010JJ00";"     170"
"1532";"NAT9354  ";"2011JJ00";"     135"
"1533";"NAT9354  ";"2012JJ00";"      85"
"1534";"NAT9354  ";"2013JJ00";"      65"
"1535";"NAT9354  ";"2014JJ00";"      55"
"1536";"NAT9354  ";"2015JJ00";"      30"
"1537";"NAT9354  ";"2016JJ00";"      40"
"1538";"NAT9354  ";"2017JJ00";"      50"
"1539";"NAT9354  ";"2018JJ00";"      70"
"1540";"NAT9357  ";"1975JJ00";"       ."
"1541";"NAT9357  ";"1976JJ00";"       ."
"1542";"NAT9357  ";"1977JJ00";"       ."
"1543";"NAT9357  ";"1978JJ00";"       ."
"1544";"NAT9357  ";"1979JJ00";"       ."
"1545";"NAT9357  ";"1980JJ00";"       ."
"1546";"NAT9357  ";"1981JJ00";"       ."
"1547";"NAT9357  ";"1982JJ00";"       ."
"1548";"NAT9357  ";"1983JJ00";"       ."
"1549";"NAT9357  ";"1984JJ00";"       ."
"1550";"NAT9357  ";"1985JJ00";"       ."
"1551";"NAT9357  ";"1986JJ00";"       ."
"1552";"NAT9357  ";"1987JJ00";"       ."
"1553";"NAT9357  ";"1988JJ00";"       ."
"1554";"NAT9357  ";"1989JJ00";"       ."
"1555";"NAT9357  ";"1990JJ00";"       ."
"1556";"NAT9357  ";"1991JJ00";"       ."
"1557";"NAT9357  ";"1992JJ00";"       ."
"1558";"NAT9357  ";"1993JJ00";"       ."
"1559";"NAT9357  ";"1994JJ00";"      55"
"1560";"NAT9357  ";"1995JJ00";"     100"
"1561";"NAT9357  ";"1996JJ00";"      45"
"1562";"NAT9357  ";"1997JJ00";"      55"
"1563";"NAT9357  ";"1998JJ00";"      40"
"1564";"NAT9357  ";"1999JJ00";"      75"
"1565";"NAT9357  ";"2000JJ00";"       ."
"1566";"NAT9357  ";"2001JJ00";"       ."
"1567";"NAT9357  ";"2002JJ00";"       ."
"1568";"NAT9357  ";"2003JJ00";"       ."
"1569";"NAT9357  ";"2004JJ00";"       ."
"1570";"NAT9357  ";"2005JJ00";"       ."
"1571";"NAT9357  ";"2006JJ00";"       ."
"1572";"NAT9357  ";"2007JJ00";"       5"
"1573";"NAT9357  ";"2008JJ00";"      10"
"1574";"NAT9357  ";"2009JJ00";"      10"
"1575";"NAT9357  ";"2010JJ00";"      10"
"1576";"NAT9357  ";"2011JJ00";"      20"
"1577";"NAT9357  ";"2012JJ00";"      25"
"1578";"NAT9357  ";"2013JJ00";"      45"
"1579";"NAT9357  ";"2014JJ00";"      55"
"1580";"NAT9357  ";"2015JJ00";"      75"
"1581";"NAT9357  ";"2016JJ00";"      70"
"1582";"NAT9357  ";"2017JJ00";"     225"
"1583";"NAT9357  ";"2018JJ00";"     660"
"1584";"NAT9361  ";"1975JJ00";"       ."
"1585";"NAT9361  ";"1976JJ00";"       ."
"1586";"NAT9361  ";"1977JJ00";"       ."
"1587";"NAT9361  ";"1978JJ00";"       ."
"1588";"NAT9361  ";"1979JJ00";"       ."
"1589";"NAT9361  ";"1980JJ00";"       ."
"1590";"NAT9361  ";"1981JJ00";"       ."
"1591";"NAT9361  ";"1982JJ00";"       ."
"1592";"NAT9361  ";"1983JJ00";"       ."
"1593";"NAT9361  ";"1984JJ00";"       ."
"1594";"NAT9361  ";"1985JJ00";"       ."
"1595";"NAT9361  ";"1986JJ00";"       ."
"1596";"NAT9361  ";"1987JJ00";"       ."
"1597";"NAT9361  ";"1988JJ00";"       ."
"1598";"NAT9361  ";"1989JJ00";"       ."
"1599";"NAT9361  ";"1990JJ00";"       ."
"1600";"NAT9361  ";"1991JJ00";"      10"
"1601";"NAT9361  ";"1992JJ00";"       ."
"1602";"NAT9361  ";"1993JJ00";"      10"
"1603";"NAT9361  ";"1994JJ00";"      50"
"1604";"NAT9361  ";"1995JJ00";"      20"
"1605";"NAT9361  ";"1996JJ00";"      10"
"1606";"NAT9361  ";"1997JJ00";"      25"
"1607";"NAT9361  ";"1998JJ00";"      45"
"1608";"NAT9361  ";"1999JJ00";"     100"
"1609";"NAT9361  ";"2000JJ00";"     220"
"1610";"NAT9361  ";"2001JJ00";"     330"
"1611";"NAT9361  ";"2002JJ00";"     270"
"1612";"NAT9361  ";"2003JJ00";"     115"
"1613";"NAT9361  ";"2004JJ00";"      90"
"1614";"NAT9361  ";"2005JJ00";"      55"
"1615";"NAT9361  ";"2006JJ00";"      55"
"1616";"NAT9361  ";"2007JJ00";"      45"
"1617";"NAT9361  ";"2008JJ00";"      55"
"1618";"NAT9361  ";"2009JJ00";"      35"
"1619";"NAT9361  ";"2010JJ00";"      50"
"1620";"NAT9361  ";"2011JJ00";"      20"
"1621";"NAT9361  ";"2012JJ00";"      45"
"1622";"NAT9361  ";"2013JJ00";"      25"
"1623";"NAT9361  ";"2014JJ00";"      40"
"1624";"NAT9361  ";"2015JJ00";"      35"
"1625";"NAT9361  ";"2016JJ00";"      25"
"1626";"NAT9361  ";"2017JJ00";"      45"
"1627";"NAT9361  ";"2018JJ00";"      40"
"1628";"NAT9363  ";"1975JJ00";"       ."
"1629";"NAT9363  ";"1976JJ00";"       ."
"1630";"NAT9363  ";"1977JJ00";"       ."
"1631";"NAT9363  ";"1978JJ00";"       ."
"1632";"NAT9363  ";"1979JJ00";"       ."
"1633";"NAT9363  ";"1980JJ00";"       ."
"1634";"NAT9363  ";"1981JJ00";"       ."
"1635";"NAT9363  ";"1982JJ00";"       ."
"1636";"NAT9363  ";"1983JJ00";"       ."
