"ID";"Geslacht";"LeeftijdOp31December";"Geboorteland";"BurgerlijkeStaat";"Perioden";"Immigratie_1"
"6539133";"4000   ";"10000";"G008633";"T001019";"1998JJ00";"    2302"
"6539134";"4000   ";"10000";"G008633";"T001019";"1999JJ00";"    1329"
"6539135";"4000   ";"10000";"G008633";"T001019";"2000JJ00";"    1676"
"6539136";"4000   ";"10000";"G008633";"T001019";"2001JJ00";"    1350"
"6539137";"4000   ";"10000";"G008633";"T001019";"2002JJ00";"     743"
"6539138";"4000   ";"10000";"G008633";"T001019";"2003JJ00";"     618"
"6539139";"4000   ";"10000";"G008633";"T001019";"2004JJ00";"     485"
"6539140";"4000   ";"10000";"G008633";"T001019";"2005JJ00";"     443"
"6539141";"4000   ";"10000";"G008633";"T001019";"2006JJ00";"     504"
"6539142";"4000   ";"10000";"G008633";"T001019";"2007JJ00";"     855"
"6539143";"4000   ";"10000";"G008633";"T001019";"2008JJ00";"    1264"
"6539144";"4000   ";"10000";"G008633";"T001019";"2009JJ00";"    1360"
"6539145";"4000   ";"10000";"G008633";"T001019";"2010JJ00";"    1005"
"6539146";"4000   ";"10000";"G008633";"T001019";"2011JJ00";"     871"
"6539147";"4000   ";"10000";"G008633";"T001019";"2012JJ00";"     883"
"6539148";"4000   ";"10000";"G008633";"T001019";"2013JJ00";"     810"
"6539149";"4000   ";"10000";"G008633";"T001019";"2014JJ00";"     674"
"6539150";"4000   ";"10000";"G008633";"T001019";"2015JJ00";"     637"
"6539151";"4000   ";"10000";"G008633";"T001019";"2016JJ00";"    1246"
"6539152";"4000   ";"10000";"G008633";"T001019";"2017JJ00";"     907"
"6539245";"4000   ";"10000";"G008634";"T001019";"1995JJ00";"    1081"
"6539246";"4000   ";"10000";"G008634";"T001019";"1996JJ00";"    1194"
"6539247";"4000   ";"10000";"G008634";"T001019";"1997JJ00";"     762"
"6539248";"4000   ";"10000";"G008634";"T001019";"1998JJ00";"     529"
